Timestamp,Platform,Product,User,Category,Rating,Review,Sentiment,SentimentScore,Summary,Keywords
2025-04-29 15:44:20.021343,Myntra,Dress,user_313,Kidswear,4,"Difficult to wear, poor design.",Negative,-0.6808,"Difficult to wear, poor design.","Difficult, wear, poor, design"
2025-05-06 07:44:20.021343,AJIO,Hat,user_158,Men's Casual,5,Lightweight and easy to carry.,Positive,0.4404,Lightweight and easy to carry.,"Lightweight, carry, easy"
2025-05-06 19:44:20.021343,Amazon India,Watch,user_276,Men's Casual,2,Colors fade after one wash.,Neutral,0.0,Colors fade after one wash.,"Colors, wash, fade"
2025-05-21 00:44:20.021343,Myntra,Jacket,user_243,Accessories,3,Impressive design innovation.,Positive,0.7096,Impressive design innovation.,"Impressive, innovation, design"
2025-04-28 04:44:20.021343,Amazon India,T-Shirt,user_361,Men's Casual,2,Order was cancelled without notice.,Negative,-0.25,Order was cancelled without notice.,"Order, notice, cancelled"
2025-05-01 13:44:20.021343,Myntra,Handbag,user_326,Men's Casual,1,Uncomfortable and stiff fabric.,Negative,-0.3818,Uncomfortable and stiff fabric.,"Uncomfortable, fabric, stiff"
2025-05-15 06:44:20.021343,Amazon India,Sneakers,user_475,Accessories,1,Slightly large but wearable.,Neutral,0.0,Slightly large but wearable.,"Slightly, wearable, large"
2025-05-07 11:44:20.021343,Myntra,Dress,user_140,Men's Casual,5,Packaging was fancy but product was broken.,Negative,-0.631,Packaging was fancy but product was broken.,"Packaging, broken, fancy, product"
2025-05-25 08:44:20.021343,Flipkart,Watch,user_246,Kidswear,3,Washed it once and it shrank.,Neutral,0.0,Washed it once and it shrank.,"Washed, shrank"
2025-04-28 17:44:20.021343,Amazon India,T-Shirt,user_383,Women's Ethnic,4,Size chart was misleading.,Negative,-0.4019,Size chart was misleading.,"Size, misleading, chart"
2025-05-01 18:44:20.021343,Flipkart,Jeans,user_410,Women's Ethnic,1,Good stitching overall.,Positive,0.4404,Good stitching overall.,"Good, stitching"
2025-05-20 19:44:20.021343,Amazon India,Sunglasses,user_435,Women's Ethnic,3,"Battery backup is amazing, highly recommend.",Positive,0.7645,"Battery backup is amazing, highly recommend.","Battery, amazing, highly, recommend, backup"
2025-05-09 04:44:20.021343,Amazon India,Sneakers,user_282,Women's Ethnic,2,Damaged piece sent twice.,Negative,-0.4404,Damaged piece sent twice.,"Damaged, piece"
2025-05-12 18:44:20.021343,Amazon India,Watch,user_114,Footwear,3,"Looks classy, feels average.",Positive,0.4404,"Looks classy, feels average.","classy, feels, average"
2025-05-27 15:44:20.021343,Myntra,Watch,user_357,Accessories,5,Excellent customer service experience.,Positive,0.5719,Excellent customer service experience.,"Excellent, experience, customer, service"
2025-05-23 19:44:20.021343,Flipkart,Watch,user_351,Men's Casual,4,Love the design and fabric combo.,Positive,0.6369,Love the design and fabric combo.,"Love, combo, design, fabric"
2025-05-01 01:44:20.021343,Flipkart,Hat,user_195,Men's Casual,5,Perfect summer outfit.,Positive,0.5719,Perfect summer outfit.,"Perfect, outfit, summer"
2025-05-05 21:44:20.021343,Flipkart,Dress,user_279,Footwear,3,Fit is weird around the waist.,Positive,0.2023,Fit is weird around the waist.,"Fit, waist, weird"
2025-05-14 04:44:20.021343,AJIO,Wallet,user_398,Accessories,5,Loose threads everywhere.,Negative,-0.3182,Loose threads everywhere.,"Loose, threads"
2025-05-10 05:44:20.021343,Amazon India,Jeans,user_28,Women's Ethnic,5,Awesome color and trendy design.,Positive,0.6249,Awesome color and trendy design.,"Awesome, design, color, trendy"
2025-05-13 23:44:20.021343,Flipkart,Wallet,user_482,Women's Ethnic,2,Looks great but not comfortable.,Negative,-0.2507,Looks great but not comfortable.,"comfortable, great"
2025-05-24 00:44:20.021343,AJIO,Hat,user_312,Footwear,1,Threads coming out of seams.,Neutral,0.0,Threads coming out of seams.,"Threads, seams, coming"
2025-05-25 21:44:20.021343,Amazon India,Jeans,user_302,Footwear,5,Good for casual wear.,Positive,0.5719,Good for casual wear.,"Good, wear, casual"
2025-04-30 11:44:20.021343,AJIO,Jeans,user_150,Men's Casual,5,Size is too inconsistent.,Neutral,0.0,Size is too inconsistent.,"Size, inconsistent"
2025-05-25 11:44:20.021343,Flipkart,Jeans,user_292,Footwear,3,Absolutely love the packaging!,Positive,0.6989,Absolutely love the packaging!,"Absolutely, packaging, love"
2025-05-25 16:44:20.021343,Myntra,Watch,user_393,Footwear,5,Great value for money!,Positive,0.7777,Great value for money!,"Great, money"
2025-04-30 14:44:20.021343,Myntra,T-Shirt,user_397,Men's Casual,1,Too tight around the shoulders.,Neutral,0.0,Too tight around the shoulders.,"shoulders, tight"
2025-05-03 21:44:20.021343,AJIO,Dress,user_182,Footwear,5,Completely different from image.,Neutral,0.0,Completely different from image.,"Completely, image"
2025-05-22 19:44:20.021343,Flipkart,Jacket,user_350,Men's Casual,4,Looks better than expected.,Positive,0.4404,Looks better than expected.,expected
2025-05-13 01:44:20.021343,Flipkart,Watch,user_38,Men's Casual,3,"Excellent fabric, breathable and light.",Positive,0.5719,"Excellent fabric, breathable and light.","Excellent, fabric, breathable, light"
2025-05-20 23:44:20.021343,Amazon India,Jeans,user_324,Men's Casual,2,Cheap finish on sleeves.,Neutral,0.0,Cheap finish on sleeves.,"Cheap, sleeves, finish"
2025-05-02 11:44:20.021343,Flipkart,Wallet,user_331,Women's Ethnic,5,"Elegant fit, compliments every time.",Positive,0.8074,"Elegant fit, compliments every time.","Elegant, fit, compliments, time"
2025-05-04 22:44:20.021343,Flipkart,Jacket,user_399,Accessories,3,Value for price is questionable.,Positive,0.0516,Value for price is questionable.,"questionable, price"
2025-05-12 01:44:20.021343,Flipkart,Jeans,user_461,Footwear,2,Horrible experience with delivery.,Negative,-0.5423,Horrible experience with delivery.,"Horrible, delivery, experience"
2025-05-23 09:44:20.021343,Amazon India,Sneakers,user_233,Women's Ethnic,5,Fabric tore within two wears.,Neutral,0.0,Fabric tore within two wears.,"Fabric, wears, tore"
2025-05-15 04:44:20.021343,Flipkart,T-Shirt,user_334,Kidswear,4,Product arrived wet and dirty.,Negative,-0.4404,Product arrived wet and dirty.,"Product, dirty, arrived, wet"
2025-05-12 12:44:20.021343,Flipkart,Jeans,user_221,Footwear,3,Damaged piece sent twice.,Negative,-0.4404,Damaged piece sent twice.,"Damaged, piece"
2025-05-07 19:44:20.021343,Flipkart,Watch,user_210,Kidswear,2,Too tight around the shoulders.,Neutral,0.0,Too tight around the shoulders.,"shoulders, tight"
2025-05-10 10:44:20.021343,AJIO,Hat,user_398,Accessories,1,Great value for money!,Positive,0.7777,Great value for money!,"Great, money"
2025-05-25 01:44:20.021343,Myntra,Jacket,user_155,Accessories,1,Excellent stitching and perfect size.,Positive,0.8126,Excellent stitching and perfect size.,"Excellent, size, stitching, perfect"
2025-05-09 16:44:20.021343,Amazon India,Wallet,user_158,Footwear,2,Delivery was super fast and hassle-free.,Positive,0.5994,Delivery was super fast and hassle-free.,"Delivery, hassle-free, super, fast"
2025-05-18 03:44:20.021343,Amazon India,Watch,user_462,Accessories,5,Great for the price!,Positive,0.6588,Great for the price!,"Great, price"
2025-05-23 10:44:20.021343,Amazon India,Sneakers,user_27,Women's Ethnic,1,Loose threads everywhere.,Negative,-0.3182,Loose threads everywhere.,"Loose, threads"
2025-05-24 18:44:20.021343,Myntra,Wallet,user_106,Footwear,2,Box was torn on arrival.,Negative,-0.25,Box was torn on arrival.,"Box, arrival, torn"
2025-05-20 22:44:20.021343,Flipkart,Jeans,user_315,Women's Ethnic,4,Not worth the money.,Negative,-0.1695,Not worth the money.,"money, worth"
2025-04-29 09:44:20.021343,AJIO,Wallet,user_418,Women's Ethnic,5,Came in wrong color.,Negative,-0.4767,Came in wrong color.,"color, wrong"
2025-05-18 14:44:20.021343,Myntra,Sunglasses,user_314,Accessories,5,Matches product description perfectly.,Positive,0.6369,Matches product description perfectly.,"Matches, perfectly, product, description"
2025-05-07 00:44:20.021343,Amazon India,Hat,user_66,Accessories,3,Too tight around the shoulders.,Neutral,0.0,Too tight around the shoulders.,"shoulders, tight"
2025-05-15 06:44:20.021343,AJIO,Jeans,user_475,Women's Ethnic,4,Pattern is modern and attractive.,Positive,0.4404,Pattern is modern and attractive.,"Pattern, attractive, modern"
2025-05-01 02:44:20.021343,AJIO,Watch,user_278,Men's Casual,1,Amazing fit and comfortable all day.,Positive,0.8625,Amazing fit and comfortable all day.,"Amazing, day, fit, comfortable"
2025-05-05 12:44:20.021343,Amazon India,T-Shirt,user_355,Kidswear,3,Good for casual wear.,Positive,0.5719,Good for casual wear.,"Good, wear, casual"
2025-04-28 04:44:20.021343,AJIO,Jacket,user_1,Kidswear,1,"Really fast delivery, thanks!",Positive,0.5355,"Really fast delivery, thanks!","delivery, fast"
2025-05-02 07:44:20.021343,AJIO,Wallet,user_179,Men's Casual,3,Uncomfortable and stiff fabric.,Negative,-0.3818,Uncomfortable and stiff fabric.,"Uncomfortable, fabric, stiff"
2025-05-18 09:44:20.021343,Amazon India,Jeans,user_124,Accessories,5,Uncomfortable and stiff fabric.,Negative,-0.3818,Uncomfortable and stiff fabric.,"Uncomfortable, fabric, stiff"
2025-05-18 10:44:20.021343,Myntra,Hat,user_280,Women's Ethnic,3,"Excellent fabric, breathable and light.",Positive,0.5719,"Excellent fabric, breathable and light.","Excellent, fabric, breathable, light"
2025-04-28 12:44:20.021343,Flipkart,Jeans,user_491,Kidswear,3,Loose threads everywhere.,Negative,-0.3182,Loose threads everywhere.,"Loose, threads"
2025-05-05 05:44:20.021343,Flipkart,Watch,user_449,Accessories,2,Feels rough on skin.,Neutral,0.0,Feels rough on skin.,"Feels, skin, rough"
2025-05-12 18:44:20.021343,Amazon India,Jacket,user_313,Men's Casual,5,Comfortable material but terrible zip.,Negative,-0.4588,Comfortable material but terrible zip.,"Comfortable, zip, material, terrible"
2025-05-24 05:44:20.021343,Flipkart,Jacket,user_207,Accessories,5,Came with missing buttons.,Negative,-0.296,Came with missing buttons.,"buttons, missing"
2025-05-11 07:44:20.021343,Myntra,Sneakers,user_275,Accessories,1,"Top-notch quality, highly recommended.",Positive,0.2716,"Top-notch quality, highly recommended.","Top-notch, quality, highly, recommended"
2025-05-14 01:44:20.021343,AJIO,Sunglasses,user_477,Footwear,2,Great texture and build.,Positive,0.6249,Great texture and build.,"Great, build, texture"
2025-05-09 02:44:20.021343,AJIO,Watch,user_159,Accessories,4,Not worth the money.,Negative,-0.1695,Not worth the money.,"money, worth"
2025-05-14 07:44:20.021343,AJIO,Sunglasses,user_95,Women's Ethnic,1,"Received used item, very unhappy.",Negative,-0.4754,"Received used item, very unhappy.","Received, item, unhappy"
2025-05-01 10:44:20.021343,AJIO,Jeans,user_150,Accessories,5,"Looks classy, feels average.",Positive,0.4404,"Looks classy, feels average.","classy, feels, average"
2025-05-21 21:44:20.021343,Flipkart,Jacket,user_172,Men's Casual,3,"Loved the fabric quality, will buy again!",Positive,0.636,"Loved the fabric quality, will buy again!","Loved, quality, fabric, buy"
2025-05-02 05:44:20.021343,Flipkart,Sunglasses,user_264,Women's Ethnic,2,Good for casual wear.,Positive,0.5719,Good for casual wear.,"Good, wear, casual"
2025-05-24 03:44:20.021343,Flipkart,T-Shirt,user_343,Accessories,1,Material has a weird smell.,Negative,-0.1779,Material has a weird smell.,"Material, smell, weird"
2025-05-02 20:44:20.021343,Myntra,Jeans,user_53,Accessories,1,Order was cancelled without notice.,Negative,-0.25,Order was cancelled without notice.,"Order, notice, cancelled"
2025-05-14 01:44:20.021343,AJIO,Sunglasses,user_73,Accessories,3,Feels rough on skin.,Neutral,0.0,Feels rough on skin.,"Feels, skin, rough"
2025-05-15 12:44:20.021343,Myntra,Sunglasses,user_69,Accessories,4,"Terrible stitching, fell apart quickly.",Negative,-0.4767,"Terrible stitching, fell apart quickly.","Terrible, stitching, fell, quickly"
2025-05-26 11:44:20.021343,Myntra,T-Shirt,user_374,Footwear,5,Pattern is modern and attractive.,Positive,0.4404,Pattern is modern and attractive.,"Pattern, attractive, modern"
2025-05-10 05:44:20.021343,Flipkart,T-Shirt,user_319,Kidswear,1,Color is vibrant and beautiful.,Positive,0.8074,Color is vibrant and beautiful.,"Color, beautiful, vibrant"
2025-05-22 20:44:20.021343,Myntra,Wallet,user_242,Kidswear,5,"Soft fabric, but stitching needs improvement.",Positive,0.6124,"Soft fabric, but stitching needs improvement.","Soft, fabric, improvement, stitching"
2025-05-09 19:44:20.021343,Myntra,Sneakers,user_50,Accessories,3,Order was cancelled without notice.,Negative,-0.25,Order was cancelled without notice.,"Order, notice, cancelled"
2025-05-23 05:44:20.021343,Flipkart,Watch,user_220,Men's Casual,4,Value for price is questionable.,Positive,0.0516,Value for price is questionable.,"questionable, price"
2025-04-29 05:44:20.021343,Flipkart,Dress,user_143,Men's Casual,5,Packaging was neat and elegant.,Positive,0.7269,Packaging was neat and elegant.,"Packaging, elegant, neat"
2025-05-18 12:44:20.021343,Myntra,Handbag,user_389,Kidswear,2,Color is vibrant and beautiful.,Positive,0.8074,Color is vibrant and beautiful.,"Color, beautiful, vibrant"
2025-05-13 11:44:20.021343,Flipkart,Watch,user_499,Kidswear,4,"Wrong size sent, very disappointed.",Negative,-0.7574,"Wrong size sent, very disappointed.","Wrong, disappointed, size"
2025-05-07 02:44:20.021343,Amazon India,Sunglasses,user_47,Footwear,1,Delivery was super fast and hassle-free.,Positive,0.5994,Delivery was super fast and hassle-free.,"Delivery, hassle-free, super, fast"
2025-05-13 10:44:20.021343,Myntra,Sunglasses,user_419,Kidswear,2,Looks better than expected.,Positive,0.4404,Looks better than expected.,expected
2025-05-23 10:44:20.021343,Myntra,Sneakers,user_52,Men's Casual,4,"Really fast delivery, thanks!",Positive,0.5355,"Really fast delivery, thanks!","delivery, fast"
2025-05-18 14:44:20.021343,Flipkart,Sunglasses,user_148,Footwear,2,"Looks classy, feels average.",Positive,0.4404,"Looks classy, feels average.","classy, feels, average"
2025-05-09 19:44:20.021343,Amazon India,T-Shirt,user_494,Women's Ethnic,5,Color is vibrant and beautiful.,Positive,0.8074,Color is vibrant and beautiful.,"Color, beautiful, vibrant"
2025-05-04 04:44:20.021343,Myntra,Handbag,user_339,Footwear,1,Too expensive for what it offers.,Neutral,0.0,Too expensive for what it offers.,"offers, expensive"
2025-05-03 19:44:20.021343,Amazon India,T-Shirt,user_324,Footwear,3,Wrong item sent.,Negative,-0.4767,Wrong item sent.,"Wrong, item"
2025-05-21 23:44:20.021343,Amazon India,Hat,user_193,Accessories,2,Threads coming out of seams.,Neutral,0.0,Threads coming out of seams.,"Threads, seams, coming"
2025-05-06 19:44:20.021343,AJIO,Wallet,user_304,Women's Ethnic,5,"Terrible stitching, fell apart quickly.",Negative,-0.4767,"Terrible stitching, fell apart quickly.","Terrible, stitching, fell, quickly"
2025-05-13 11:44:20.021343,AJIO,Dress,user_392,Women's Ethnic,1,Got stains on the product.,Neutral,0.0,Got stains on the product.,"product, stains"
2025-05-23 20:44:20.021343,Myntra,T-Shirt,user_291,Footwear,3,Horrible experience with delivery.,Negative,-0.5423,Horrible experience with delivery.,"Horrible, delivery, experience"
2025-05-20 21:44:20.021343,Myntra,Watch,user_92,Kidswear,1,Value for price is questionable.,Positive,0.0516,Value for price is questionable.,"questionable, price"
2025-05-09 00:44:20.021343,Flipkart,T-Shirt,user_96,Accessories,5,Not worth the money.,Negative,-0.1695,Not worth the money.,"money, worth"
2025-05-12 04:44:20.021343,AJIO,Jeans,user_486,Kidswear,4,"Wrong size sent, very disappointed.",Negative,-0.7574,"Wrong size sent, very disappointed.","Wrong, disappointed, size"
2025-04-29 01:44:20.021343,AJIO,Hat,user_401,Accessories,5,"Received used item, very unhappy.",Negative,-0.4754,"Received used item, very unhappy.","Received, item, unhappy"
2025-05-22 03:44:20.021343,Myntra,Sneakers,user_419,Kidswear,3,Cheap finish on sleeves.,Neutral,0.0,Cheap finish on sleeves.,"Cheap, sleeves, finish"
2025-05-23 19:44:20.021343,Myntra,Jacket,user_480,Women's Ethnic,2,Comfortable and stylish!,Positive,0.5562,Comfortable and stylish!,"Comfortable, stylish"
2025-05-25 22:44:20.021343,Myntra,Jeans,user_105,Kidswear,3,Trendy color and awesome comfort.,Positive,0.765,Trendy color and awesome comfort.,"Trendy, comfort, color, awesome"
2025-04-28 05:44:20.021343,Myntra,Wallet,user_184,Men's Casual,2,"Difficult to wear, poor design.",Negative,-0.6808,"Difficult to wear, poor design.","Difficult, wear, poor, design"
2025-04-28 09:44:20.021343,Flipkart,Wallet,user_324,Women's Ethnic,5,"Terrible stitching, fell apart quickly.",Negative,-0.4767,"Terrible stitching, fell apart quickly.","Terrible, stitching, fell, quickly"
2025-05-27 01:44:20.021343,AJIO,Jeans,user_366,Accessories,4,Delivery guy was rude.,Negative,-0.4588,Delivery guy was rude.,"Delivery, rude, guy"
2025-05-08 07:44:20.021343,Flipkart,Sunglasses,user_198,Women's Ethnic,5,Too tight around the shoulders.,Neutral,0.0,Too tight around the shoulders.,"shoulders, tight"
2025-05-16 19:44:20.021343,Flipkart,Handbag,user_420,Footwear,1,Pattern is modern and attractive.,Positive,0.4404,Pattern is modern and attractive.,"Pattern, attractive, modern"
2025-05-11 17:44:20.021343,Myntra,Dress,user_183,Kidswear,4,Creased heavily after unpacking.,Neutral,0.0,Creased heavily after unpacking.,"Creased, unpacking, heavily"
2025-05-26 17:44:20.021343,Amazon India,Dress,user_371,Women's Ethnic,3,"Elegant fit, compliments every time.",Positive,0.8074,"Elegant fit, compliments every time.","Elegant, fit, compliments, time"
2025-04-30 21:44:20.021343,Flipkart,Sunglasses,user_152,Kidswear,4,Trendy color and awesome comfort.,Positive,0.765,Trendy color and awesome comfort.,"Trendy, comfort, color, awesome"
2025-05-26 16:44:20.021343,Amazon India,Jacket,user_395,Footwear,5,Box was torn on arrival.,Negative,-0.25,Box was torn on arrival.,"Box, arrival, torn"
2025-04-30 13:44:20.021343,AJIO,Handbag,user_288,Women's Ethnic,2,"Received used item, very unhappy.",Negative,-0.4754,"Received used item, very unhappy.","Received, item, unhappy"
2025-05-18 11:44:20.021343,Flipkart,Sneakers,user_26,Accessories,4,Refund was processed quickly.,Neutral,0.0,Refund was processed quickly.,"Refund, quickly, processed"
2025-05-14 23:44:20.021343,Flipkart,T-Shirt,user_5,Accessories,2,Material feels premium and soft.,Neutral,0.0,Material feels premium and soft.,"Material, soft, feels, premium"
2025-05-16 20:44:20.021343,Flipkart,Hat,user_406,Kidswear,5,Wrong item sent.,Negative,-0.4767,Wrong item sent.,"Wrong, item"
2025-05-10 23:44:20.021343,Amazon India,Dress,user_344,Women's Ethnic,4,Size chart was misleading.,Negative,-0.4019,Size chart was misleading.,"Size, misleading, chart"
2025-04-28 19:44:20.021343,AJIO,Jacket,user_178,Men's Casual,3,Wrong item sent.,Negative,-0.4767,Wrong item sent.,"Wrong, item"
2025-04-30 10:44:20.021343,Flipkart,Wallet,user_236,Accessories,1,Material feels premium and soft.,Neutral,0.0,Material feels premium and soft.,"Material, soft, feels, premium"
2025-05-22 13:44:20.021343,Flipkart,Handbag,user_26,Footwear,5,Damaged piece sent twice.,Negative,-0.4404,Damaged piece sent twice.,"Damaged, piece"
2025-05-18 17:44:20.021343,Myntra,Jacket,user_487,Kidswear,2,Material feels premium and soft.,Neutral,0.0,Material feels premium and soft.,"Material, soft, feels, premium"
2025-04-28 00:44:20.021343,AJIO,Jacket,user_252,Women's Ethnic,5,"Came earlier than expected, good service.",Positive,0.4404,"Came earlier than expected, good service.","expected, good, service, earlier"
2025-05-08 02:44:20.021343,Flipkart,Watch,user_471,Kidswear,3,Strange chemical odor on arrival.,Negative,-0.2023,Strange chemical odor on arrival.,"Strange, arrival, chemical, odor"
2025-05-19 03:44:20.021343,Flipkart,Dress,user_82,Men's Casual,1,Looks better than expected.,Positive,0.4404,Looks better than expected.,expected
2025-05-18 04:44:20.021343,Flipkart,Wallet,user_206,Accessories,3,Fit is weird around the waist.,Positive,0.2023,Fit is weird around the waist.,"Fit, waist, weird"
2025-05-14 08:44:20.021343,Myntra,Jeans,user_342,Footwear,4,Lightweight and easy to carry.,Positive,0.4404,Lightweight and easy to carry.,"Lightweight, carry, easy"
2025-05-08 22:44:20.021343,Myntra,Sneakers,user_13,Women's Ethnic,4,Stitching came off after a week.,Neutral,0.0,Stitching came off after a week.,"Stitching, week"
2025-05-04 00:44:20.021343,Amazon India,Handbag,user_159,Women's Ethnic,2,Color is vibrant and beautiful.,Positive,0.8074,Color is vibrant and beautiful.,"Color, beautiful, vibrant"
2025-04-28 07:44:20.021343,Amazon India,Wallet,user_483,Footwear,4,"Battery backup is amazing, highly recommend.",Positive,0.7645,"Battery backup is amazing, highly recommend.","Battery, amazing, highly, recommend, backup"
2025-05-10 19:44:20.021343,AJIO,Wallet,user_374,Men's Casual,4,Prints started fading instantly.,Neutral,0.0,Prints started fading instantly.,"Prints, instantly, started, fading"
2025-05-17 17:44:20.021343,AJIO,Jacket,user_7,Accessories,5,Creased heavily after unpacking.,Neutral,0.0,Creased heavily after unpacking.,"Creased, unpacking, heavily"
2025-05-16 07:44:20.021343,Myntra,Sneakers,user_423,Footwear,4,"Fit was perfect, really impressed!",Positive,0.8716,"Fit was perfect, really impressed!","Fit, perfect, impressed"
2025-05-02 23:44:20.021343,Flipkart,Sunglasses,user_407,Men's Casual,5,Colors fade after one wash.,Neutral,0.0,Colors fade after one wash.,"Colors, wash, fade"
2025-05-04 12:44:20.021343,Flipkart,Watch,user_39,Kidswear,1,Delivery was late and packaging was damaged.,Negative,-0.4404,Delivery was late and packaging was damaged.,"Delivery, damaged, late, packaging"
2025-04-28 01:44:20.021343,Myntra,Handbag,user_32,Women's Ethnic,4,Matches product description perfectly.,Positive,0.6369,Matches product description perfectly.,"Matches, perfectly, product, description"
2025-05-22 01:44:20.021343,Amazon India,Sunglasses,user_139,Footwear,2,Came in wrong color.,Negative,-0.4767,Came in wrong color.,"color, wrong"
2025-04-28 00:44:20.021343,AJIO,T-Shirt,user_178,Footwear,4,Perfect summer outfit.,Positive,0.5719,Perfect summer outfit.,"Perfect, outfit, summer"
2025-05-05 01:44:20.021343,AJIO,Handbag,user_350,Men's Casual,4,Cheap finish on sleeves.,Neutral,0.0,Cheap finish on sleeves.,"Cheap, sleeves, finish"
2025-05-20 00:44:20.021343,Myntra,Sneakers,user_204,Accessories,1,Too tight around the shoulders.,Neutral,0.0,Too tight around the shoulders.,"shoulders, tight"
2025-05-20 16:44:20.021343,Amazon India,Dress,user_101,Footwear,3,"Material feels cheap, not worth the price.",Negative,-0.1695,"Material feels cheap, not worth the price.","Material, cheap, price, feels, worth"
2025-05-10 01:44:20.021343,Myntra,Jacket,user_426,Kidswear,2,Wrong item sent.,Negative,-0.4767,Wrong item sent.,"Wrong, item"
2025-05-14 20:44:20.021343,Myntra,Hat,user_87,Men's Casual,1,"Nice texture, feels smooth on skin.",Positive,0.4215,"Nice texture, feels smooth on skin.","Nice, texture, feels, skin, smooth"
2025-05-16 09:44:20.021343,Flipkart,Wallet,user_197,Kidswear,3,Absolutely love the packaging!,Positive,0.6989,Absolutely love the packaging!,"Absolutely, packaging, love"
2025-05-25 04:44:20.021343,AJIO,Jacket,user_281,Accessories,2,Looks better than expected.,Positive,0.4404,Looks better than expected.,expected
2025-05-10 10:44:20.021343,Myntra,Hat,user_392,Women's Ethnic,5,Shiny finish looks cheap.,Neutral,0.0,Shiny finish looks cheap.,"Shiny, cheap, finish"
2025-05-16 09:44:20.021343,Flipkart,Sunglasses,user_73,Men's Casual,1,Size chart was misleading.,Negative,-0.4019,Size chart was misleading.,"Size, misleading, chart"
2025-05-04 23:44:20.021343,Myntra,Handbag,user_279,Kidswear,1,"Material feels cheap, not worth the price.",Negative,-0.1695,"Material feels cheap, not worth the price.","Material, cheap, price, feels, worth"
2025-04-28 20:44:20.021343,AJIO,Sunglasses,user_251,Women's Ethnic,1,Lightweight and easy to carry.,Positive,0.4404,Lightweight and easy to carry.,"Lightweight, carry, easy"
2025-04-30 07:44:20.021343,Flipkart,Dress,user_214,Women's Ethnic,4,"Nice pattern, looks good with jeans.",Positive,0.6908,"Nice pattern, looks good with jeans.","Nice, pattern, jeans, good"
2025-05-02 03:44:20.021343,Myntra,Sunglasses,user_222,Men's Casual,2,Impressive design innovation.,Positive,0.7096,Impressive design innovation.,"Impressive, innovation, design"
2025-05-13 16:44:20.021343,Flipkart,Sneakers,user_77,Accessories,4,Washed it once and it shrank.,Neutral,0.0,Washed it once and it shrank.,"Washed, shrank"
2025-04-30 20:44:20.021343,Flipkart,Wallet,user_383,Men's Casual,5,"Wrong size sent, very disappointed.",Negative,-0.7574,"Wrong size sent, very disappointed.","Wrong, disappointed, size"
2025-05-09 18:44:20.021343,Myntra,T-Shirt,user_303,Kidswear,1,Horrible experience with delivery.,Negative,-0.5423,Horrible experience with delivery.,"Horrible, delivery, experience"
2025-05-03 04:44:20.021343,Myntra,Sneakers,user_393,Kidswear,2,"True to color, exactly as shown.",Positive,0.4215,"True to color, exactly as shown.","True, color, shown"
2025-05-04 11:44:20.021343,Amazon India,Dress,user_115,Kidswear,1,Too baggy and loose.,Negative,-0.3182,Too baggy and loose.,"loose, baggy"
2025-05-05 08:44:20.021343,Flipkart,Jeans,user_297,Kidswear,2,Came with missing buttons.,Negative,-0.296,Came with missing buttons.,"buttons, missing"
2025-05-11 06:44:20.021343,Amazon India,Sneakers,user_492,Kidswear,5,Trendy color and awesome comfort.,Positive,0.765,Trendy color and awesome comfort.,"Trendy, comfort, color, awesome"
2025-05-14 07:44:20.021343,AJIO,Sneakers,user_207,Men's Casual,2,Delivery was super fast and hassle-free.,Positive,0.5994,Delivery was super fast and hassle-free.,"Delivery, hassle-free, super, fast"
2025-05-09 17:44:20.021343,Amazon India,T-Shirt,user_456,Women's Ethnic,2,Absolutely love the packaging!,Positive,0.6989,Absolutely love the packaging!,"Absolutely, packaging, love"
2025-05-24 09:44:20.021343,Amazon India,Handbag,user_122,Kidswear,3,Pattern is modern and attractive.,Positive,0.4404,Pattern is modern and attractive.,"Pattern, attractive, modern"
2025-05-19 19:44:20.021343,Myntra,Hat,user_298,Kidswear,5,Not worth the money.,Negative,-0.1695,Not worth the money.,"money, worth"
2025-05-05 00:44:20.021343,Amazon India,Watch,user_277,Women's Ethnic,3,Material catches lint easily.,Positive,0.34,Material catches lint easily.,"Material, easily, catches, lint"
2025-05-18 22:44:20.021343,Flipkart,Wallet,user_126,Accessories,3,Slightly large but wearable.,Neutral,0.0,Slightly large but wearable.,"Slightly, wearable, large"
2025-05-10 23:44:20.021343,Flipkart,Dress,user_75,Men's Casual,5,Too baggy and loose.,Negative,-0.3182,Too baggy and loose.,"loose, baggy"
2025-05-07 12:44:20.021343,Myntra,T-Shirt,user_236,Accessories,4,Threads came out after one wear.,Neutral,0.0,Threads came out after one wear.,"Threads, wear"
2025-05-06 12:44:20.021343,Amazon India,Handbag,user_9,Men's Casual,4,Lightweight and easy to carry.,Positive,0.4404,Lightweight and easy to carry.,"Lightweight, carry, easy"
2025-05-27 04:44:20.021343,Flipkart,Watch,user_417,Footwear,3,"Elegant fit, compliments every time.",Positive,0.8074,"Elegant fit, compliments every time.","Elegant, fit, compliments, time"
2025-05-05 12:44:20.021343,Flipkart,Sneakers,user_484,Footwear,2,Threads came out after one wear.,Neutral,0.0,Threads came out after one wear.,"Threads, wear"
2025-05-05 08:44:20.021343,Amazon India,Wallet,user_398,Footwear,5,Color was completely different from the picture.,Neutral,0.0,Color was completely different from the picture.,"Color, picture, completely"
2025-05-07 05:44:20.021343,AJIO,Wallet,user_89,Men's Casual,1,Damaged piece sent twice.,Negative,-0.4404,Damaged piece sent twice.,"Damaged, piece"
